fam;a1;a2;a3;a4;a5;a6;a7;a8;a9;a10;a11;a12;a13;a14;a15;a16;a17;a18;a19;a20;a21;a22;a23;a24;a25;a26;a27;a28;a29;a30;a31;a32;a33;a34;a35;a36;a37;a38;a39;teacher
id-97;0,4;0,4;-0,18;0,02;-0,3;-0,11;-1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-100;0;0;-0,53;-0,11;-0,6;-1;-1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
id-105;0,2;0,4;-0,03;0,16;-0,35;-1;-1;1;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-106;0;0;0,05;0,11;-0,25;-1;-1;1;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-111;0,2;0,2;-0,27;0,02;-0,1;-1;-1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-112;0,2;0,4;0,17;0,2;-0,3;-1;-1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-114;0,4;0,4;0,05;0,07;-0,28;-1;-1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-119;0,2;0,4;0,35;0,24;-0,05;-1;-1;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-121;0,4;0,8;0,23;0,2;-0,3;-0,11;-0,5;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-122;0,6;0,8;-0,23;-0,07;-0,4;-0,33;-0,5;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-131;0,4;0,6;0,45;0,29;-0,3;-0,11;-0,5;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1
id-134;0,6;0,6;0,05;0,2;-0,45;-0,11;-0,5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-146;0,4;0,6;0,23;0,24;-0,3;-1;-1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-147;0,6;0,6;0,12;0,16;-0,3;-1;-1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-155;0,4;0,6;0,09;0,24;-0,35;-1;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-161;0,2;0,4;0,05;0,33;-0,3;-1;-1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-169;0,6;0,8;-0,05;0,07;-0,3;-1;-1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-173;0,6;0,8;0,28;0,16;-0,25;-1;-1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-174;0,6;0,6;0,23;0,16;-0,35;-0,78;-1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-191;0,4;0,6;0,32;0,24;-0,2;-1;-1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1
id-192;0,4;0,6;0;0,16;-0,2;-1;-1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-202;0,6;0,6;0,35;0,24;-0,3;-0,56;-0,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-203;0;0,4;-0,52;-0,42;-0,55;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-211;0,4;0,8;0,25;0,29;-0,3;-0,56;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-215;0,2;0,2;0,35;0,16;-0,3;-1;-1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-218;0,4;0,4;0,1;0,2;-0,35;-1;-1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-219;0;0,4;-0,31;-0,69;-0,6;-0,78;-0,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-220;0,6;0,6;0,09;0,11;-0,35;-1;-1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-221;0,4;0,4;0;0,24;-0,3;-0,78;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-222;0,2;0,2;-0,3;0,07;-0,35;-0,78;-0,5;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-223;0,4;0,6;0,37;0,2;-0,3;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-231;0,6;0,8;0,15;0,11;-0,35;-1;-1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-234;0,2;0,6;0,15;0,29;-0,3;-0,56;-0,5;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-236;0,6;0,6;0,12;0,16;-0,3;-0,78;-1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-237;0,4;0,4;-0,1;0,07;-0,4;-0,33;-0,5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-238;0,6;0,8;-0,29;0,07;-0,43;-1;-1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-240;0,2;0,2;0,18;0,38;-0,1;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
id-242;0,4;0,6;-0,22;0,11;-0,3;-1;-1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-251;0,4;0,6;-0,03;0,16;-0,45;-0,78;-0,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-254;0,2;0,2;0,05;0,16;-0,45;-1;-1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
id-257;0,2;0,6;0,05;0,16;-0,3;-0,78;-1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-258;0,6;0,8;0,35;0,2;-0,25;-0,33;-0,5;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-260;0,2;0,4;0,33;0,33;-0,25;-1;-1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-268;0,6;0,6;0,15;0,11;-0,3;0,11;0,5;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-272;0,4;0,4;-0,17;-0,02;-0,5;-0,33;-1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-276;0,4;0,6;0,23;0,11;-0,25;-0,78;-0,5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-280;0,6;0,8;-0,01;0,02;-0,4;-0,78;-1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-292;0;0,2;-0,59;-0,38;-0,55;-1;-1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-297;0,6;0,6;0,01;0,2;-0,3;-1;-1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-313;0,4;0,4;0,18;0,11;-0,35;-1;-1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-321;0,4;0,4;0,18;0,2;-0,35;-0,78;-1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-326;0,6;0,8;0,37;0,33;-0,2;-0,33;-0,5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-336;0,6;0,8;0,45;0,42;-0,2;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-337;0,6;0,6;0;0,2;-0,4;-0,56;-1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-345;0,4;0,4;0,35;0,24;-0,3;-1;-1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-346;0,4;0,4;-0,4;0,07;-0,45;-0,56;-1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-349;0,4;0,8;0,2;0,2;-0,25;-0,33;-0,5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-355;0,4;0,4;-0,24;0,11;-0,4;-0,56;-1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-363;0,2;0,6;-0,1;0,07;-0,4;-1;-1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-367;0,6;0,6;0,33;0,29;-0,28;-1;-1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-368;0,4;0,4;0,65;0,24;-0,2;-0,78;-0,5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-373;0,4;0,8;-0,21;0,07;-0,4;-0,11;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-376;0,2;0,4;-0,06;0,11;-0,4;-1;-1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-381;0,6;0,8;0;0,2;-0,3;-0,78;-1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-382;0,6;0,8;0,26;0,2;-0,25;-1;-1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
id-391;0,6;0,6;0,3;0,24;-0,25;-1;-1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-394;0,4;0,6;0,23;0,2;-0,25;-1;-1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-395;0;0;0,08;0,24;-0,3;-0,78;-1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-396;0,4;0,6;-0,15;0,02;-0,55;-1;-1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-397;0,6;0,6;0,69;0,33;-0,25;-0,78;-1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-410;0,6;0,8;0,25;0,2;-0,15;-0,78;-1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-416;0,4;0,6;0,47;-0,56;0,7;-1;-1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-425;0,6;0,8;0,01;0,16;-0,3;0,78;-1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-428;0,4;0,4;0,13;0,2;-0,25;-0,78;-1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-433;0,4;0,6;-0,15;0,11;-0,4;-1;-1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-435;0,6;0,6;-0,24;0,07;-0,4;-1;-1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
id-442;0,4;0,6;0,21;0,24;-0,3;0,33;0;1;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-452;0,2;0,6;-0,32;-0,02;-0,45;-1;-1;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-461;-1;-0,8;-0,03;0,11;-0,3;0,33;0;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-462;0,4;0,6;0,1;0,29;-0,35;-1;-1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
id-463;0,4;0,6;0,32;0,33;-0,25;-0,78;-1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-467;0,6;1;0,34;0,24;-0,25;-0,11;-0,5;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-469;0,4;0,4;0,25;0,24;-0,25;-0,78;-0,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-482;0,6;0,8;0,37;0,2;-0,3;-1;-1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-485;0,4;0,8;0,16;0,2;-0,25;-1;-1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-486;0,2;0,2;-0,6;-0,07;-0,5;-1;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-492;-0,4;0,4;0,35;0,11;-0,2;-0,56;-1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-497;0,4;0,4;-0,01;0,16;-0,3;-1;-1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
id-499;0,6;0,6;0,11;0,2;-0,3;-0,78;-1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-506;0,4;0,6;0,35;0,29;0,2;-0,78;-0,5;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-510;0,4;0,4;-0,4;0,07;-0,25;-0,11;-0,5;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-511;0,4;0,6;-0,25;-0,02;-0,4;-1;-1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-512;0,6;0,6;0,18;0,16;-0,3;-1;-1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-518;0,4;0,8;-0,28;0,02;-0,45;-0,56;-1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-524;0,4;0,4;0,2;0,24;-0,3;-1;-1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-525;0,4;0,4;-0,21;-0,07;-0,45;-1;-1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-537;0,4;0,6;-0,27;-0,07;-0,35;-1;-1;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
id-540;-0,4;-0,4;-1,07;-0,56;-0,03;-1;-1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-541;0,4;0,8;0,22;0,11;-0,3;-0,11;-0,5;1;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-542;0,6;0,6;0,35;0,24;-0,25;-0,33;-0,5;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-565;0,6;0,8;-0,04;0,02;-0,3;-0,56;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-566;0,6;0,6;0,33;0,29;-0,3;-1;-1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-573;0,6;0,6;0,1;0,16;-0,35;-1;-1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-574;0,4;0,8;0,45;0,2;-0,3;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-579;0,6;0,8;0,14;0,16;-0,35;-1;-1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-586;0;0;0,2;0,29;-0,25;-1;-1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-596;0,6;0,6;0,31;0,16;-0,3;-0,78;-1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-602;0,2;0,4;0,29;0,11;-0,25;-0,56;-1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
id-607;-0,6;0;0;0,16;-0,4;-1;-1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-608;0,4;0,4;-0,16;0,02;-0,4;0,11;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-613;0,4;0,4;0,6;0,24;-0,1;-0,56;-1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-617;0,4;0,4;0,06;0,11;-0,35;-1;-1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-618;0,2;0,4;0,07;0,11;-0,3;-0,78;-0,5;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
id-623;0,6;0,6;0,67;0,29;-0,2;-1;-1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-627;0,4;0,4;0,04;0,2;-0,3;-1;-1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-628;0,4;0,6;-0,03;0,16;-0,4;-1;-1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-631;0,4;0,4;0,19;0,16;-0,25;-0,33;-0,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
id-633;0,6;0,4;0,41;0,29;-0,2;-0,78;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-634;0,6;0,8;0,02;0,11;-0,35;-0,78;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
id-642;0,4;0,4;0,08;0,2;-0,35;-1;-1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
